#;meas;ticks;xH;yH;zH;xL;yL;zL;magni;temp;vibr;
#;anal;ticks;fsm_sensorpack;xMean;yMean;zMean;vibrMean;tempMean;
>;tris;783288;10059.555191;0.073376;2.177536;6.081970;0.001140;0.011702;576
>;tris;785790;10064.056948;0.073499;2.171931;8.348336;0.001020;0.009050;576
>;tris;788293;10066.735177;0.073733;2.178849;9.805629;0.000842;0.011447;576
>;tris;790795;10064.456860;0.073773;2.178363;11.069103;0.000590;0.011106;575
>;tris;793298;10066.206220;0.074046;2.172733;9.168927;0.000807;0.007018;576
>;tris;795800;10067.455720;0.074134;2.179190;8.640543;0.000873;0.011025;576
>;tris;798303;10068.959916;0.074510;2.185476;9.917669;0.000750;0.011259;576
>;tris;800805;10067.193251;0.074373;2.185732;8.960993;0.000854;0.010161;575
>;tris;803308;10069.113266;0.074206;2.183614;7.150561;0.000800;0.009365;576
>;tris;805810;10071.548226;0.074589;2.180287;6.527588;0.000959;0.011892;576
>;tris;808313;10069.281962;0.074348;2.181720;6.891606;0.001020;0.013160;576
>;tris;810815;10065.682942;0.074388;2.187273;7.747995;0.001149;0.011265;576
>;tris;813318;10066.466692;0.074765;2.188141;8.523117;0.001015;0.011089;575
>;tris;815820;10068.679116;0.074290;2.184009;10.509943;0.001163;0.011797;575
>;tris;818323;10063.914079;0.073763;2.180553;10.460382;0.001200;0.010365;575
>;tris;820825;10060.872979;0.074069;2.180092;5.783535;0.001185;0.011995;575
>;tris;823328;10061.035983;0.073964;2.184139;5.956207;0.001284;0.013320;575
>;tris;825830;10064.311989;0.073440;2.187281;8.306106;0.000893;0.009801;575
>;tris;828333;10067.353739;0.073756;2.182203;7.608759;0.000778;0.008349;575
>;tris;830835;10063.556446;0.073908;2.180918;7.229462;0.000830;0.008188;575
>;tris;833338;10061.102001;0.074032;2.177677;6.456102;0.000844;0.010090;575
>;tris;835840;10063.522248;0.073807;2.174782;6.914581;0.000947;0.008256;575
>;tris;838343;10063.029379;0.073469;2.180361;6.079497;0.000781;0.007694;575
>;tris;840845;10062.930358;0.073741;2.178073;6.988442;0.000726;0.009336;575
>;tris;843348;10064.051315;0.073248;2.175969;9.125112;0.001041;0.008186;575
>;tris;845850;10060.223838;0.072844;2.175591;9.918646;0.000959;0.006414;575
>;tris;848353;10061.550065;0.072959;2.174299;8.436471;0.000758;0.005983;575
>;tris;850855;10064.945614;0.072967;2.177243;8.273425;0.000835;0.006643;575
>;tris;853358;10065.417311;0.072653;2.180484;9.850340;0.000876;0.011960;575
>;tris;855860;10066.922698;0.072845;2.180124;8.504236;0.000971;0.013249;575
>;tris;858363;10064.626897;0.072887;2.179992;7.824556;0.000957;0.010248;575
>;tris;860865;10061.610365;0.072959;2.178855;7.267756;0.000790;0.008925;575
>;tris;863368;10061.197609;0.073381;2.173240;8.809233;0.000535;0.009491;575
>;tris;865870;10061.490113;0.073505;2.176618;9.641082;0.000583;0.012635;575
>;tris;868373;10062.346629;0.073442;2.177789;7.996153;0.000674;0.011345;575
>;tris;870875;10066.671180;0.073187;2.174949;8.405607;0.000759;0.008471;575
>;tris;873378;10068.310454;0.073045;2.171228;7.854020;0.000715;0.014804;574
>;tris;875880;10065.331820;0.073138;2.174666;8.638014;0.000769;0.017923;574
>;tris;878383;10064.802914;0.073427;2.178365;9.384973;0.000724;0.013549;574
>;tris;880885;10064.744795;0.073266;2.177123;8.305160;0.000912;0.011896;574
>;tris;883388;10063.128617;0.072866;2.179287;8.563855;0.001053;0.011919;575
>;tris;885890;10061.944876;0.072677;2.178069;8.505950;0.000757;0.011813;574
>;tris;888393;10068.267221;0.073227;2.171619;10.392535;0.000993;0.011768;574
>;tris;890895;10068.586565;0.073632;2.168823;9.435970;0.000916;0.010882;574
>;tris;893398;10062.185299;0.073413;2.176336;6.579859;0.000718;0.010300;574
>;tris;895900;10066.857676;0.072922;2.177703;9.440436;0.000857;0.007742;574
>;tris;898403;10070.294184;0.073067;2.176073;7.441267;0.000946;0.006399;575
>;tris;900905;10066.192104;0.073515;2.174245;7.666635;0.000784;0.008285;574
>;tris;903408;10062.369861;0.073419;2.173183;6.797984;0.000677;0.010883;574
>;anal;905892;1;-433;609;10026;275;574
>;tris;905910;10050.808458;0.073129;2.174052;24.574269;0.000919;0.011155;574
>;tris;908413;10048.979614;0.072683;2.177263;24.194294;0.001193;0.011877;574
>;anal;910878;0;-437;600;10046;274;574
>;tris;910915;10059.422643;0.072871;2.180706;6.578457;0.001035;0.012855;574
>;tris;913418;10065.062095;0.072769;2.181017;7.352532;0.001038;0.011846;574
>;tris;915920;10065.473013;0.072698;2.178229;7.129959;0.001190;0.012452;574
>;tris;918423;10064.237442;0.072845;2.175549;6.667571;0.001145;0.011720;574
>;tris;920925;10060.663405;0.073138;2.179208;8.660736;0.001204;0.009749;574
>;tris;923428;10060.536615;0.073404;2.183765;11.034377;0.001015;0.006081;574
>;tris;925930;10063.265704;0.073132;2.180465;10.054298;0.001224;0.007913;574
>;tris;928433;10061.566900;0.073627;2.174614;6.411271;0.001223;0.011034;574
>;tris;930935;10063.347329;0.073599;2.173026;7.537948;0.000921;0.009639;574
>;tris;933438;10064.634808;0.073172;2.179916;7.578677;0.000816;0.008349;574
>;tris;935940;10061.900669;0.073408;2.179915;9.218742;0.000709;0.008466;574
>;tris;938443;10062.913613;0.073092;2.171065;9.384912;0.001035;0.008053;574
>;tris;940945;10068.456743;0.072940;2.174375;7.161110;0.000999;0.012149;573
>;tris;943448;10068.403912;0.073604;2.177961;7.646774;0.000792;0.010272;573
>;tris;945950;10062.752250;0.073416;2.177781;7.087940;0.001065;0.011465;573
>;tris;948453;10060.075808;0.072780;2.176340;6.313341;0.000896;0.012858;573
>;tris;950955;10062.783838;0.073026;2.171055;8.470072;0.000914;0.009336;573
>;tris;953458;10067.654906;0.073485;2.172473;7.919544;0.000965;0.007348;573
>;tris;955960;10064.789352;0.073024;2.176382;7.593441;0.001063;0.007152;573
>;tris;958463;10061.201050;0.072593;2.172150;7.411037;0.000726;0.009274;573
>;tris;960965;10062.237647;0.072884;2.172439;7.904047;0.000840;0.009200;573
>;tris;963468;10067.377212;0.073165;2.178066;7.424878;0.000772;0.010705;573
>;tris;965970;10067.281436;0.073228;2.178731;6.715715;0.000559;0.011275;573
>;tris;968473;10061.977556;0.073348;2.178322;7.549360;0.000851;0.007868;573
>;tris;970975;10062.604487;0.073164;2.176262;7.999381;0.000935;0.007350;573
>;tris;973478;10065.901185;0.073121;2.175692;5.298077;0.000841;0.009923;573
>;tris;975980;10063.725322;0.073054;2.177401;6.599108;0.000741;0.009993;573
>;tris;978483;10061.019808;0.072840;2.174817;9.233553;0.000532;0.008414;573
>;tris;980985;10057.605143;0.073455;2.174239;9.018021;0.000917;0.008556;573
>;tris;983488;10056.612154;0.073930;2.177036;5.409145;0.000664;0.009619;572
>;tris;985990;10059.181480;0.073552;2.182816;6.287054;0.000935;0.008823;572
>;tris;988493;10061.290040;0.073199;2.183453;9.617361;0.001201;0.007259;572
>;tris;990995;10063.010702;0.073059;2.177769;9.514752;0.001096;0.008619;572
>;tris;993498;10058.443568;0.073204;2.177381;7.551803;0.001028;0.008891;572
>;tris;996000;10058.669897;0.073097;2.176303;9.284517;0.001411;0.011454;572
>;tris;998503;10061.210990;0.072764;2.171316;9.701990;0.001231;0.012128;572
>;tris;1001005;10060.267704;0.073096;2.174070;9.366074;0.000816;0.013377;572
>;tris;1003508;10062.688940;0.073199;2.177055;8.006390;0.000731;0.012027;572
>;tris;1006010;10061.423018;0.073169;2.175898;5.803728;0.000686;0.007772;572
>;tris;1008513;10058.473089;0.072644;2.174297;6.277502;0.001007;0.007682;572
>;tris;1011015;10057.287781;0.072582;2.173352;8.999371;0.001263;0.007279;572
>;tris;1013518;10059.223715;0.073063;2.173827;9.525167;0.001116;0.006945;572
>;tris;1016020;10061.629301;0.073011;2.176995;6.829856;0.000889;0.009503;572
>;tris;1018523;10063.204641;0.073325;2.175428;7.700450;0.000875;0.010357;571
>;tris;1021025;10062.363327;0.073137;2.174051;8.764451;0.000873;0.010489;572
>;tris;1023528;10059.412974;0.072863;2.175336;6.826712;0.000670;0.009866;572
>;tris;1026030;10059.098282;0.073116;2.176735;6.858132;0.000756;0.009846;571
>;tris;1028533;10060.089876;0.073066;2.178362;6.093735;0.001307;0.010186;571
>;tris;1031035;10063.022198;0.072687;2.174283;4.963452;0.001443;0.011695;571
>;tris;1033538;10060.610349;0.072825;2.175102;7.864138;0.000924;0.012223;571
>;tris;1036040;10057.762190;0.072963;2.174780;8.262233;0.000711;0.010861;571
>;tris;1038543;10061.568780;0.072684;2.169210;7.375688;0.000751;0.009481;571
>;tris;1041045;10062.701620;0.072835;2.171076;6.079731;0.000643;0.010718;571
>;tris;1043548;10064.568959;0.072974;2.174452;7.243342;0.000699;0.009223;571
>;tris;1046050;10063.707779;0.073058;2.172002;7.876891;0.000701;0.009092;571
>;tris;1048553;10061.569263;0.073338;2.174260;8.408307;0.000853;0.011219;571
>;tris;1051055;10063.722196;0.073372;2.174932;8.044123;0.001035;0.010043;571
>;tris;1053558;10063.566469;0.073269;2.172326;6.076565;0.001126;0.007433;571
>;tris;1056060;10061.861906;0.073512;2.177173;6.955105;0.001197;0.009733;570
>;tris;1058563;10064.054119;0.073115;2.175544;8.445867;0.001096;0.010991;571
>;tris;1061065;10060.922888;0.072897;2.173588;9.675551;0.000750;0.009046;571
>;tris;1063568;10057.783225;0.072826;2.176811;7.292483;0.000866;0.008872;571
>;tris;1066070;10061.315829;0.073047;2.176394;7.242849;0.000995;0.009676;571
>;tris;1068573;10063.136337;0.073124;2.168745;9.646248;0.000909;0.011667;570
>;tris;1071075;10063.933031;0.072298;2.169673;9.126670;0.000680;0.012080;570
>;tris;1073578;10061.833303;0.072577;2.177537;7.854433;0.001023;0.008539;570
>;tris;1076080;10061.401610;0.072477;2.180372;8.377620;0.001223;0.007813;570
>;tris;1078583;10064.324837;0.072501;2.184010;9.096568;0.001067;0.006583;570
>;tris;1081085;10065.473520;0.073197;2.178772;8.706327;0.000508;0.009739;570
>;tris;1083588;10063.559049;0.073099;2.173878;8.113691;0.000851;0.007954;570
>;tris;1086090;10065.449748;0.072861;2.173703;9.371244;0.000895;0.009980;570
>;tris;1088593;10063.089763;0.073088;2.175357;10.966179;0.000894;0.010985;570
>;tris;1091095;10061.094394;0.073456;2.176816;10.448115;0.000719;0.009400;569
>;tris;1093598;10063.474155;0.073175;2.175308;9.051181;0.000789;0.009909;570
>;tris;1096100;10060.782048;0.072677;2.172530;7.919276;0.000860;0.012761;569
>;tris;1098603;10059.721539;0.072818;2.176895;9.229157;0.000766;0.013197;569
>;tris;1101105;10056.676106;0.072958;2.178194;9.853605;0.000742;0.010393;569
>;tris;1103608;10060.241901;0.073085;2.175264;10.714098;0.001037;0.010109;569
>;tris;1106110;10061.850016;0.072925;2.173299;10.239313;0.001184;0.010653;569
>;tris;1108613;10059.597472;0.073026;2.168253;8.683973;0.001156;0.012206;569
>;tris;1111115;10059.475583;0.073379;2.170181;6.584868;0.000977;0.011373;569
>;tris;1113618;10057.941269;0.072766;2.172202;6.523234;0.000992;0.007831;569
>;tris;1116120;10058.570467;0.072721;2.173799;7.950105;0.001049;0.007297;569
>;tris;1118623;10058.662973;0.073092;2.173768;9.977106;0.001040;0.009556;569
>;tris;1121125;10061.502432;0.072779;2.177410;9.595726;0.001168;0.012562;569
>;tris;1123628;10063.424150;0.072478;2.181260;8.198705;0.000891;0.010147;569
>;tris;1126130;10060.521000;0.072840;2.176138;8.921175;0.000837;0.010337;569
>;tris;1128633;10061.211055;0.072795;2.173827;7.996449;0.000998;0.008607;569
>;tris;1131135;10062.341030;0.072643;2.172448;7.145060;0.000787;0.006111;568
>;tris;1133638;10060.782179;0.072541;2.170092;6.234460;0.000810;0.008902;568
>;tris;1136140;10062.950985;0.073275;2.170331;5.926067;0.001279;0.010492;568
>;tris;1138643;10062.407498;0.073574;2.175016;5.400367;0.000990;0.009392;568
>;tris;1141145;10059.965099;0.072764;2.179885;6.026617;0.001019;0.009253;568
>;tris;1143648;10061.957867;0.072938;2.178946;9.424340;0.001011;0.011868;568
>;tris;1146150;10062.943977;0.073219;2.175519;8.990591;0.000670;0.010172;567
>;tris;1148653;10059.595167;0.072891;2.172810;6.344731;0.000836;0.010642;568
>;tris;1151155;10059.152565;0.073051;2.174720;6.435154;0.000942;0.013891;567
>;tris;1153658;10063.501413;0.073294;2.178051;8.072603;0.000782;0.011329;568
>;tris;1156160;10064.735630;0.073093;2.175834;8.325908;0.000649;0.011080;567
>;tris;1158663;10064.653357;0.073116;2.172941;9.396609;0.000735;0.010801;568
>;tris;1161165;10059.726053;0.073176;2.170671;10.924415;0.000947;0.011068;567
>;tris;1163668;10062.027206;0.073386;2.174243;10.742222;0.000938;0.013828;567
>;tris;1166170;10065.768237;0.073458;2.176843;7.131276;0.000772;0.010794;567
>;tris;1168673;10061.702896;0.073329;2.176133;7.407518;0.000884;0.009498;567
>;tris;1171175;10060.541689;0.073004;2.177995;9.179899;0.000909;0.009609;567
>;tris;1173678;10062.603357;0.072754;2.174844;8.305919;0.000903;0.009477;567
>;tris;1176180;10064.103625;0.072966;2.172522;7.530603;0.000977;0.009807;567
>;tris;1178683;10057.673069;0.072895;2.173420;9.154807;0.000825;0.009244;567
>;tris;1181185;10058.762628;0.072901;2.174633;9.772548;0.001032;0.007023;566
>;tris;1183688;10062.314154;0.073150;2.172741;7.943742;0.000991;0.008126;567
>;tris;1186190;10059.278345;0.073115;2.169836;5.746571;0.000739;0.010514;567
>;tris;1188693;10057.088052;0.073243;2.174744;5.382765;0.000965;0.010112;566
>;tris;1191195;10057.408493;0.072497;2.173910;6.618100;0.001438;0.010380;566
>;tris;1193698;10059.976249;0.072147;2.173910;10.012533;0.001033;0.011627;566
>;tris;1196200;10059.065355;0.072658;2.174713;9.089749;0.001051;0.011119;567
>;tris;1198703;10059.727155;0.073118;2.173448;6.242452;0.001240;0.009882;566
>;tris;1201205;10062.079845;0.073402;2.176100;6.535917;0.000990;0.009294;566
>;anal;1203712;2;-363;549;10052;275;566
>;tris;1203708;10065.083548;0.076433;2.205177;24.117356;0.013735;0.273917;566
>;tris;1206210;10098.028429;0.099786;2.310672;158.618006;0.040901;0.467616;565
>;tris;1208713;10126.668636;0.135609;1.279727;164.735698;0.056444;1.210249;565
>;tris;1211215;10130.759756;0.131715;0.876690;86.461915;0.050096;0.805740;565
>;tris;1213718;10073.066211;0.101889;1.934105;212.250010;0.025261;0.578952;565
>;tris;1216223;9561.007032;0.088905;2.004970;1050.329818;0.034433;0.735848;565
>;tris;1218725;9585.326496;0.084716;2.034620;1060.847330;0.034411;0.747583;566
>;tris;1221228;10028.269353;0.094660;2.499747;233.889765;0.032463;0.468069;565
>;tris;1223730;10008.444828;0.080936;2.378372;167.992168;0.029755;0.402389;565
>;tris;1226233;10057.251931;0.059794;2.153152;59.415040;0.005519;0.151694;565
>;tris;1228735;10061.766072;0.060029;2.116399;57.132161;0.004262;0.088634;565
>;tris;1231238;10062.350775;0.062951;2.168071;55.331944;0.003667;0.076495;565
>;tris;1233740;10062.076245;0.063989;2.183830;11.435161;0.000818;0.020588;565
>;anal;1236152;0;-371;527;10026;274;564
>;tris;1236243;10053.101430;0.063903;2.184527;8.837012;0.000633;0.013422;564
>;tris;1238745;10052.395342;0.063455;2.183019;7.550817;0.000886;0.010690;565
>;tris;1241248;10059.271431;0.063550;2.177907;7.284135;0.001068;0.007684;565
>;tris;1243750;10059.977479;0.063899;2.174553;10.123649;0.001125;0.009328;565
>;tris;1246253;10054.926227;0.063868;2.175925;9.648887;0.001028;0.014643;564
>;tris;1248755;10055.108737;0.064031;2.179016;5.898808;0.000782;0.013524;564
>;tris;1251258;10058.812972;0.063995;2.172106;5.754987;0.000722;0.007246;564
>;tris;1253760;10056.840274;0.063355;2.171028;6.705622;0.000866;0.007686;564
>;tris;1256263;10057.995480;0.063310;2.170690;9.676973;0.001016;0.010930;564
>;tris;1258765;10059.186355;0.063853;2.175483;11.450988;0.001093;0.012358;564
>;tris;1261268;10056.334955;0.063525;2.174581;11.433698;0.001467;0.013224;564
>;anal;1263717;2;-229;523;10020;275;563
>;tris;1263770;10061.392739;0.060523;2.121641;53.548251;0.003958;0.088606;563
>;tris;1266273;10076.789799;0.057527;2.088513;68.343626;0.005448;0.223162;564
>;tris;1268775;10073.810926;0.059986;2.156437;46.264010;0.011404;0.244505;564
>;tris;1271278;10062.218382;0.061589;2.148392;42.601306;0.010354;0.143630;563
>;tris;1273780;10060.800768;0.061279;2.120161;31.867200;0.002788;0.067833;563
>;tris;1276283;10061.780948;0.063429;2.174444;10.267657;0.001202;0.022587;563
>;anal;1278772;0;-374;546;10043;277;563
>;tris;1278785;10060.280742;0.064033;2.168933;6.160524;0.000755;0.011953;563
>;tris;1281288;10057.870051;0.064112;2.165076;8.470590;0.001120;0.009162;563
>;tris;1283790;10055.905775;0.064268;2.171701;8.188973;0.001066;0.010293;563
>;tris;1286293;10061.978391;0.064051;2.177280;7.838533;0.001085;0.008410;563
>;anal;1288739;2;-318;553;10051;272;562
>;tris;1288795;10063.498934;0.062851;2.137881;24.208735;0.002467;0.057824;562
>;tris;1291298;10059.943064;0.061193;2.045508;30.149534;0.002683;0.071119;562
>;tris;1293800;10063.939081;0.062276;2.035929;20.722808;0.002433;0.051299;562
>;tris;1296303;10062.709568;0.064865;2.077225;11.567981;0.001273;0.020198;562
>;anal;1298814;0;-324;564;10041;273;562
>;tris;1298805;10057.684515;0.065028;2.077705;8.482146;0.001130;0.015145;562
>;tris;1301308;10059.254173;0.064551;2.084123;6.524037;0.000844;0.014272;562
>;tris;1303810;10059.343874;0.064722;2.092183;7.320681;0.000698;0.014319;562
>;tris;1306313;10057.691356;0.065104;2.090205;8.295015;0.000871;0.012976;562
>;tris;1308815;10064.762692;0.065121;2.083234;13.136759;0.001349;0.013467;562
>;tris;1311318;10070.023981;0.064864;2.092607;11.358574;0.001237;0.017852;561
>;tris;1313820;10060.997780;0.065760;2.096091;10.464585;0.001576;0.015468;561
>;anal;1316314;2;-284;563;9991;271;562
>;tris;1316323;10058.162562;0.065363;2.079197;13.566738;0.002203;0.023108;562
>;tris;1318825;10067.031423;0.063839;2.082857;42.817437;0.002303;0.046521;561
>;tris;1321328;10070.195245;0.064704;2.136559;42.567232;0.002201;0.058804;561
>;anal;1323838;0;-368;549;10049;271;561
>;tris;1323830;10061.791472;0.065424;2.171691;13.757918;0.000985;0.013250;561
>;tris;1326333;10057.419159;0.065027;2.161227;9.213061;0.000735;0.012874;561
>;tris;1328835;10061.483087;0.064742;2.156766;7.002191;0.000901;0.007481;561
>;tris;1331338;10061.450491;0.064630;2.161357;6.620714;0.000953;0.010561;561
>;tris;1333840;10061.991175;0.064783;2.163702;8.018771;0.000903;0.012442;561
>;tris;1336343;10060.327805;0.064871;2.159594;8.517261;0.001152;0.014732;560
>;tris;1338845;10057.085693;0.064511;2.156929;7.257108;0.001095;0.012200;560
>;tris;1341348;10058.906517;0.064325;2.161957;7.380257;0.000819;0.012661;560
>;tris;1343850;10063.163104;0.064399;2.164640;6.787625;0.000807;0.013866;560
>;tris;1346353;10058.793252;0.064243;2.159290;10.168249;0.000818;0.013252;560
>;tris;1348855;10058.210995;0.064210;2.155980;9.389120;0.000840;0.012742;560
>;tris;1351358;10061.641737;0.064555;2.154763;7.117849;0.000899;0.012840;560
>;tris;1353860;10058.435047;0.064463;2.153816;6.453990;0.000865;0.011122;560
>;tris;1356363;10056.571060;0.064340;2.154924;8.861879;0.000754;0.006792;560
>;tris;1358865;10053.316446;0.064452;2.152148;9.005403;0.000759;0.010816;560
>;tris;1361368;10051.829398;0.064228;2.151370;6.781434;0.000840;0.012636;560
>;tris;1363870;10056.270062;0.064523;2.157565;8.110651;0.000869;0.011424;560
>;tris;1366373;10055.801536;0.064761;2.157522;7.584902;0.000670;0.013697;560
>;tris;1368875;10053.587920;0.064531;2.156032;6.664984;0.000727;0.014232;560
>;anal;1371337;2;-324;612;10023;275;560
>;tris;1371378;10060.196528;0.063594;2.107040;21.422979;0.002129;0.062016;560
>;tris;1373880;10063.752777;0.062333;2.024130;28.288117;0.002452;0.054161;559
>;tris;1376383;10062.644586;0.063826;2.028565;20.560025;0.002672;0.044990;560
>;anal;1378859;0;-312;581;10024;277;560
>;tris;1378885;10059.022712;0.065661;2.069008;9.480886;0.001144;0.014620;560
>;tris;1381388;10055.639549;0.065821;2.070662;8.139420;0.000954;0.011701;559
>;tris;1383890;10062.362171;0.066318;2.066369;9.585093;0.000728;0.015850;559
>;tris;1386393;10064.126326;0.066078;2.060248;7.385551;0.000761;0.017883;559
>;tris;1388895;10058.438612;0.065691;2.062386;6.329856;0.000855;0.013886;559
>;tris;1391398;10060.394977;0.065828;2.068169;10.734555;0.001018;0.012828;559
>;tris;1393900;10061.103866;0.065627;2.072888;10.698805;0.001064;0.012721;559
>;tris;1396403;10061.455109;0.065035;2.074765;8.242411;0.000973;0.014316;559
>;tris;1398905;10066.393407;0.064988;2.069101;7.827009;0.000827;0.015551;559
>;anal;1401343;2;-319;520;10055;279;559
>;tris;1401408;10059.634159;0.063926;2.062303;36.228836;0.002281;0.037297;559
>;tris;1403910;10060.684775;0.063845;2.109982;37.834064;0.002326;0.064275;559
>;anal;1406324;1;-376;549;10026;272;559
>;tris;1406413;10062.843433;0.065132;2.163102;15.725759;0.001208;0.013794;559
>;anal;1408872;0;-360;549;10038;273;559
>;tris;1408915;10053.923538;0.065103;2.158516;11.399710;0.000996;0.012349;559
>;tris;1411418;10055.090076;0.065047;2.148360;9.750206;0.001059;0.010071;559
>;tris;1413920;10056.208919;0.065441;2.152652;7.623508;0.000891;0.011296;558
